ctgr,input,probe_asn,measurement_start_time,location,accessible,blocking,explorer,api
ECON,http://wkkf.org/,36992,2017-11-27 2:09:35,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=Wdca%2BoFTTcHL4ZYyNzBAbbTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuFnRYlWmeZqN5jqBLIVG5tw%3D%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171127T010722Z_AS36992_809Y4K96BXu7bqQJfrc6pbpFkrEFY143UnTsjap0P6msTJrqYD?input=http://wkkf.org/,http://api.ooni.io/api/v1/measurement/temp-id-139531478
ECON,http://wkkf.org/,36992,2017-11-27 2:09:35,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=OMnOxGgUoWyIF9qB4%2F0a7rTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuFnRYlWmeZqN5jqBLIVG5tw%3D%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171127T010722Z_AS36992_809Y4K96BXu7bqQJfrc6pbpFkrEFY143UnTsjap0P6msTJrqYD?input=http://wkkf.org/,http://api.ooni.io/api/v1/measurement/temp-id-139531478
ECON,http://wkkf.org/,36992,2017-11-27 2:09:35,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=OMnOxGgUoWyIF9qB4%2F0a7rTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CA8ZRT4BvlBe3Au%2FRem4vaYze8BcMygXoxFc%2FIuxluqmTgcd0wuc7M0ccbCvWamgH0TjTJ3pfSrZIJGNdBJg3PN9OBjHEJEja%2F%2BAIwrBwdvYthxRYqAAIo8i2cQCUQjloCLqikZ3u6ssfEomcCazMF9%2FUPKn62C3GQ59P2yPzeG4%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171127T010722Z_AS36992_809Y4K96BXu7bqQJfrc6pbpFkrEFY143UnTsjap0P6msTJrqYD?input=http://wkkf.org/,http://api.ooni.io/api/v1/measurement/temp-id-139531478
ECON,http://wkkf.org/,36992,2017-11-27 2:09:35,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=0Z9SCrd5PeYM3aA%2B0rVqKrTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CA8ZRT4BvlBe3Au%2FRem4vaYze8BcMygXoxFc%2FIuxluqmTgcd0wuc7M0ccbCvWamgH0TjTJ3pfSrZIJGNdBJg3PN9OBjHEJEja%2F%2BAIwrBwdvYGmuZuWZKMBlm59ZwJ8m1WH%2FKNTmEqx%2Baxt1pA2gKO2ggTAu1uNDX0qjyNyH1eYZ0kF99grcT%2FztI2RIfNXff8kzEno6uGODoczJu8%2BaB8i69eBIVqsCshEyPR3hvA6STygkqDGuxV561j4yqJOsrgp8I6PMtGlQQLUW1028u0EK8IcTFaT6NoXgpXgaOjf9w1DBkAfnfumI06knY8W4R8MLP6KRuMj1gUnzKP8Qv2g44Tua0lADnRCGNjZfxcbpRb%2FjxyJJ1PYMXT5Qh1yQ973kdi%2Bkq8f5jgvC9xOjYp3n4rTUr6e%2BsfBeCJ2WY%2By%2B5RoSHFdEgTqJ39R84qRyQtw%2FaSBWYUzHhe1ey5vaxfKWEWk29uhfZsuEnEGvdJQmfQIvu%2BUZXt9CMjMhTehiV3wPNb00jL4zB5LsQQRToqkubEcLQJTW6FvhW6yTWyeg1DlpS2J%2BOoeJe%2BKd010V3G,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171127T010722Z_AS36992_809Y4K96BXu7bqQJfrc6pbpFkrEFY143UnTsjap0P6msTJrqYD?input=http://wkkf.org/,http://api.ooni.io/api/v1/measurement/temp-id-139531478
PORN,http://www.babylon-x.com,8452,2017-11-27 9:10:01,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171127T085502Z_AS8452_TKx84dcfDgUHUjbwXKP2oX8h2KZlT49B7fR0SA3uuzjq6UtfJy?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-139635922
PORN,http://www.babylon-x.com,8452,2017-11-28 9:38:32,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171128T092305Z_AS8452_TAg0PJ3cOwpTgsfCul7VLi1Ms7ygiTGY47fekBFUKXSMDEK9Hb?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-139886839
PORN,http://www.babylon-x.com,36935,2017-11-29 12:24:49,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171129T121129Z_AS36935_F5yeGNFrxMNVwXUuMYFmLRtbBlPNvje12bSFTCmPRAT6SI4cTz?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-140146131
PORN,http://www.babylon-x.com,8452,2017-11-30 9:40:35,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171130T092225Z_AS8452_jWahdKz83DGlOVUbe9YMPmwgqnfIAjDdXGhcmNR1B1IyrtGylZ?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-140384077
NEWS,http://alquds.uk,8452,2017-12-02 10:22:19,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171202T101334Z_AS8452_n0k1mQZO23f7CAbM5FaiYoVnG0pjJWSJk3gxZdsbbxDwbDnYNa?input=http://alquds.uk,http://api.ooni.io/api/v1/measurement/temp-id-140720962
NEWS,http://alquds.uk,8452,2017-12-02 10:22:19,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171202T101334Z_AS8452_n0k1mQZO23f7CAbM5FaiYoVnG0pjJWSJk3gxZdsbbxDwbDnYNa?input=http://alquds.uk,http://api.ooni.io/api/v1/measurement/temp-id-140720962
NEWS,http://arabist.net,8452,2017-12-02 10:23:31,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171202T101334Z_AS8452_n0k1mQZO23f7CAbM5FaiYoVnG0pjJWSJk3gxZdsbbxDwbDnYNa?input=http://arabist.net,http://api.ooni.io/api/v1/measurement/temp-id-140720973
NEWS,http://bokra-a7la.blogspot.com,8452,2017-12-02 10:24:24,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171202T101334Z_AS8452_n0k1mQZO23f7CAbM5FaiYoVnG0pjJWSJk3gxZdsbbxDwbDnYNa?input=http://bokra-a7la.blogspot.com,http://api.ooni.io/api/v1/measurement/temp-id-140720983
NEWS,http://waelabbas.blogspirit.com,8452,2017-12-02 10:29:17,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171202T101334Z_AS8452_n0k1mQZO23f7CAbM5FaiYoVnG0pjJWSJk3gxZdsbbxDwbDnYNa?input=http://waelabbas.blogspirit.com,http://api.ooni.io/api/v1/measurement/temp-id-140721032
NEWS,http://waelabbas.blogspirit.com,8452,2017-12-02 10:29:17,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171202T101334Z_AS8452_n0k1mQZO23f7CAbM5FaiYoVnG0pjJWSJk3gxZdsbbxDwbDnYNa?input=http://waelabbas.blogspirit.com,http://api.ooni.io/api/v1/measurement/temp-id-140721032
NEWS,http://www.alquds.co.uk,8452,2017-12-02 10:31:21,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171202T101334Z_AS8452_n0k1mQZO23f7CAbM5FaiYoVnG0pjJWSJk3gxZdsbbxDwbDnYNa?input=http://www.alquds.co.uk,http://api.ooni.io/api/v1/measurement/temp-id-140721048
HUMR,http://www.stshenouda.com,8452,2017-12-02 10:35:35,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171202T101334Z_AS8452_n0k1mQZO23f7CAbM5FaiYoVnG0pjJWSJk3gxZdsbbxDwbDnYNa?input=http://www.stshenouda.com,http://api.ooni.io/api/v1/measurement/temp-id-140721115
COMT,http://www.callserve.com,8452,2017-12-03 8:07:57,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171203T074228Z_AS8452_M4HFxg5FSAnwk2uUOmJhURrrvQVXyNcjt99xUO2UperjMgZjTu?input=http://www.callserve.com,http://api.ooni.io/api/v1/measurement/temp-id-141140727
HOST,http://blog.com,20928,2017-12-04 7:55:21,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171204T075310Z_AS20928_4eTuf4bZYWsodvnlnmDYpciUb2Imbdr7hHP8k25EWj8L8dHaAG?input=http://blog.com,http://api.ooni.io/api/v1/measurement/temp-id-141402359
COMT,http://www.callserve.com,20928,2017-12-04 8:17:27,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171204T075310Z_AS20928_4eTuf4bZYWsodvnlnmDYpciUb2Imbdr7hHP8k25EWj8L8dHaAG?input=http://www.callserve.com,http://api.ooni.io/api/v1/measurement/temp-id-141402716
XED,http://www.familiesaretalking.org,20928,2017-12-04 8:23:12,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171204T075310Z_AS20928_4eTuf4bZYWsodvnlnmDYpciUb2Imbdr7hHP8k25EWj8L8dHaAG?input=http://www.familiesaretalking.org,http://api.ooni.io/api/v1/measurement/temp-id-141402834
HUMR,http://www.copticpope.org,24863,2017-12-04 11:07:26,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171204T105212Z_AS24863_4DMF2EevZtV2FaLiuenK5QgfJQ62NqEdbAOWULY3CrCa4NZA6p?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-141199993
COMT,http://sakhr.com,8452,2017-12-04 19:18:26,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171204T184836Z_AS8452_O92Og1E5xuTeTKBByLBTBjmEsy3Gq0WAJBUYXN6BYB5kremu59?input=http://sakhr.com,http://api.ooni.io/api/v1/measurement/temp-id-141183210
HUMR,http://wilpf.org/,8452,2017-12-04 19:32:50,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171204T184836Z_AS8452_O92Og1E5xuTeTKBByLBTBjmEsy3Gq0WAJBUYXN6BYB5kremu59?input=http://wilpf.org/,http://api.ooni.io/api/v1/measurement/temp-id-141183286
HUMR,http://4genderjustice.org/,24863,2017-12-05 7:36:17,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171205T073617Z_AS24863_LIp0t07bkbmgDvuUCVfhNSxkHfrPSN60Ly7ZlejCY8qSwCI1jz?input=http://4genderjustice.org/,http://api.ooni.io/api/v1/measurement/temp-id-141448435
HOST,http://blog.com,24863,2017-12-05 7:37:52,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171205T073617Z_AS24863_LIp0t07bkbmgDvuUCVfhNSxkHfrPSN60Ly7ZlejCY8qSwCI1jz?input=http://blog.com,http://api.ooni.io/api/v1/measurement/temp-id-141448494
ALDR,http://dextroverse.org,24863,2017-12-05 7:40:58,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171205T073617Z_AS24863_LIp0t07bkbmgDvuUCVfhNSxkHfrPSN60Ly7ZlejCY8qSwCI1jz?input=http://dextroverse.org,http://api.ooni.io/api/v1/measurement/temp-id-141448507
ENV,http://earth-liberation-front.org,24863,2017-12-05 7:41:29,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171205T073617Z_AS24863_LIp0t07bkbmgDvuUCVfhNSxkHfrPSN60Ly7ZlejCY8qSwCI1jz?input=http://earth-liberation-front.org,http://api.ooni.io/api/v1/measurement/temp-id-141448514
COMT,http://sakhr.com,24863,2017-12-05 7:48:04,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171205T073617Z_AS24863_LIp0t07bkbmgDvuUCVfhNSxkHfrPSN60Ly7ZlejCY8qSwCI1jz?input=http://sakhr.com,http://api.ooni.io/api/v1/measurement/temp-id-141448652
HUMR,http://www.copticpope.org,24863,2017-12-05 8:49:01,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171205T083533Z_AS24863_IfjQZ9spcY895HDBsdtSwQUMFjr65RIdWJ8AI1divAAtSzkfVj?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-141502144
ALDR,http://dextroverse.org,8452,2017-12-06 9:03:14,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://dextroverse.org,http://api.ooni.io/api/v1/measurement/temp-id-141911139
ENV,http://earth-liberation-front.org,8452,2017-12-06 9:03:45,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://earth-liberation-front.org,http://api.ooni.io/api/v1/measurement/temp-id-141911147
COMT,http://sakhr.com,8452,2017-12-06 9:08:32,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://sakhr.com,http://api.ooni.io/api/v1/measurement/temp-id-141911282
HUMR,http://wilpf.org/,8452,2017-12-06 9:11:29,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://wilpf.org/,http://api.ooni.io/api/v1/measurement/temp-id-141911357
HUMR,http://womeninblack.org/,8452,2017-12-06 9:11:30,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://womeninblack.org/,http://api.ooni.io/api/v1/measurement/temp-id-141911360
ANON,http://www.anonymitychecker.com,8452,2017-12-06 9:13:24,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://www.anonymitychecker.com,http://api.ooni.io/api/v1/measurement/temp-id-141911421
HUMR,http://www.apt.ch,8452,2017-12-06 9:13:34,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://www.apt.ch,http://api.ooni.io/api/v1/measurement/temp-id-141911426
COMT,http://www.callserve.com,8452,2017-12-06 9:15:49,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://www.callserve.com,http://api.ooni.io/api/v1/measurement/temp-id-141911484
REL,http://www.caritas.org,8452,2017-12-06 9:16:00,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://www.caritas.org,http://api.ooni.io/api/v1/measurement/temp-id-141911541
FILE,http://www.crackz.ws,8452,2017-12-06 9:17:51,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://www.crackz.ws,http://api.ooni.io/api/v1/measurement/temp-id-141911522
POLR,http://www.democracycaucus.net,8452,2017-12-06 9:20:11,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://www.democracycaucus.net,http://api.ooni.io/api/v1/measurement/temp-id-141911547
PUBH,http://www.euthanasia.cc,8452,2017-12-06 9:21:36,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://www.euthanasia.cc,http://api.ooni.io/api/v1/measurement/temp-id-141911594
MILX,http://www.harkatulmujahideen.org,8452,2017-12-06 9:24:20,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://www.harkatulmujahideen.org,http://api.ooni.io/api/v1/measurement/temp-id-141911691
REL,http://www.islamic-relief.com,8452,2017-12-06 9:27:54,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171206T085900Z_AS8452_PieWdvK9ySkh0CbgpUezdoi82MpdMgZ3U96wxmZlHPBQRbE7Qz?input=http://www.islamic-relief.com,http://api.ooni.io/api/v1/measurement/temp-id-141911769
PORN,http://www.babylon-x.com,8452,2017-12-07 8:41:35,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T082601Z_AS8452_8EU6RX7X9YhYXxG6NXJ3RoGz3wAMBbkMhUPhXARRj5utMcWQzN?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-142166182
CULTR,http://www.schwarzreport.org,8452,2017-12-07 8:58:29,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T080121Z_AS8452_y4wDGBiphh1WwLravyzhQPePwVDCM5Iplk5u9Lziuk1iF04l87?input=http://www.schwarzreport.org,http://api.ooni.io/api/v1/measurement/temp-id-142164507
HUMR,http://www.ohchr.org/english/bodies/hrcouncil/,8452,2017-12-07 8:58:38,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T082601Z_AS8452_8EU6RX7X9YhYXxG6NXJ3RoGz3wAMBbkMhUPhXARRj5utMcWQzN?input=http://www.ohchr.org/english/bodies/hrcouncil/,http://api.ooni.io/api/v1/measurement/temp-id-142166617
NEWS,http://www.sos-reporters.net,8452,2017-12-07 9:00:05,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T080121Z_AS8452_y4wDGBiphh1WwLravyzhQPePwVDCM5Iplk5u9Lziuk1iF04l87?input=http://www.sos-reporters.net,http://api.ooni.io/api/v1/measurement/temp-id-142164538
NEWS,http://www.sos-reporters.net,8452,2017-12-07 9:02:43,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T082601Z_AS8452_8EU6RX7X9YhYXxG6NXJ3RoGz3wAMBbkMhUPhXARRj5utMcWQzN?input=http://www.sos-reporters.net,http://api.ooni.io/api/v1/measurement/temp-id-142166754
IGO,http://www.un.org/docs/sc/,8452,2017-12-07 9:04:27,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T080121Z_AS8452_y4wDGBiphh1WwLravyzhQPePwVDCM5Iplk5u9Lziuk1iF04l87?input=http://www.un.org/docs/sc/,http://api.ooni.io/api/v1/measurement/temp-id-142164596
IGO,http://www.un.org/rights/,8452,2017-12-07 9:04:29,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T080121Z_AS8452_y4wDGBiphh1WwLravyzhQPePwVDCM5Iplk5u9Lziuk1iF04l87?input=http://www.un.org/rights/,http://api.ooni.io/api/v1/measurement/temp-id-142164598
IGO,http://www.un.org/docs/sc/,8452,2017-12-07 9:04:37,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T082601Z_AS8452_8EU6RX7X9YhYXxG6NXJ3RoGz3wAMBbkMhUPhXARRj5utMcWQzN?input=http://www.un.org/docs/sc/,http://api.ooni.io/api/v1/measurement/temp-id-142166813
IGO,http://www.un.org/rights/,8452,2017-12-07 9:04:38,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T082601Z_AS8452_8EU6RX7X9YhYXxG6NXJ3RoGz3wAMBbkMhUPhXARRj5utMcWQzN?input=http://www.un.org/rights/,http://api.ooni.io/api/v1/measurement/temp-id-142166814
HATE,http://www.vanguardnewsnetwork.com,8452,2017-12-07 9:05:01,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T082601Z_AS8452_8EU6RX7X9YhYXxG6NXJ3RoGz3wAMBbkMhUPhXARRj5utMcWQzN?input=http://www.vanguardnewsnetwork.com,http://api.ooni.io/api/v1/measurement/temp-id-142166829
COMT,http://www.whitepages.com/,8452,2017-12-07 9:05:33,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T082601Z_AS8452_8EU6RX7X9YhYXxG6NXJ3RoGz3wAMBbkMhUPhXARRj5utMcWQzN?input=http://www.whitepages.com/,http://api.ooni.io/api/v1/measurement/temp-id-142166857
HUMR,http://www.womenwarpeace.org,8452,2017-12-07 9:05:50,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T082601Z_AS8452_8EU6RX7X9YhYXxG6NXJ3RoGz3wAMBbkMhUPhXARRj5utMcWQzN?input=http://www.womenwarpeace.org,http://api.ooni.io/api/v1/measurement/temp-id-142166876
COMT,http://www.worldlingo.com/en/products_services/worldlingo_translator.html,8452,2017-12-07 9:07:48,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171207T080121Z_AS8452_y4wDGBiphh1WwLravyzhQPePwVDCM5Iplk5u9Lziuk1iF04l87?input=http://www.worldlingo.com/en/products_services/worldlingo_translator.html,http://api.ooni.io/api/v1/measurement/temp-id-142164665
PORN,http://www.babylon-x.com,8452,2017-12-09 9:56:40,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171209T092457Z_AS8452_InbphRgBTvgzPCFdW5CQGSmHx7ETHL3mcw8DONhxqNgW2YocZP?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-142492854
PORN,http://www.babylon-x.com,8452,2017-12-11 9:01:06,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171211T084515Z_AS8452_Cv5bfmqOYDLMzQpEdF5facDaeilseHh2pc0al7NvkZEEEK9pKm?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-143133367
HUMR,http://www.copticpope.org,8452,2017-12-11 10:49:31,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171211T103507Z_AS8452_QxCMik4PZH30lAxs008AMtxsdWTg5UwUz1DGxetaOWm9yAFLwt?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-142941722
PORN,http://www.babylon-x.com,8452,2017-12-12 9:21:38,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171212T085437Z_AS8452_gpxLHOvynsRNlnr0M2xR6thAFQOFgKaVcGWJJOuAaacUeHE33o?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-143397311
HUMR,http://www.copticpope.org,8452,2017-12-13 13:18:54,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171213T130044Z_AS8452_SmMLFMVeoJUyhgIV9NPZlBzqVBZKyyFf67TneGIfvanBRJ1CB4?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-143495368
ANON,http://www.unblockyoutubefree.net,8452,2017-12-14 9:35:15,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171214T084357Z_AS8452_I1K1B63WoW4uxKclvFyD5vsh8I15vjF3yFIbm8KoEBtyjxTi0L?input=http://www.unblockyoutubefree.net,http://api.ooni.io/api/v1/measurement/temp-id-143714001
HUMR,http://www.copticpope.org,8452,2017-12-15 9:11:44,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171215T085650Z_AS8452_OVCciCihFMm1A1kTXce8NdX2rKcbdMipQaP0uxR38wrtToX1lo?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-144018163
PORN,http://www.babylon-x.com,8452,2017-12-18 9:11:00,https://ylx-4.com/fullpage.php?section=General&pub=125652&ga=g,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171218T085341Z_AS8452_bazEgIglNYhHNQNzcpRkJZ07TB4e68DX9W4MdejKox53zyqqaz?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-145040267
PORN,http://www.babylon-x.com,8452,2017-12-18 9:11:00,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171218T085341Z_AS8452_bazEgIglNYhHNQNzcpRkJZ07TB4e68DX9W4MdejKox53zyqqaz?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-145040267
PORN,http://arabsex2.com,8452,2017-12-20 11:27:46,https://ylx-4.com/fullpage.php?section=General&pub=125652&ga=g,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171220T111209Z_AS8452_ZwUgK58Yz6bmYMdrzaBj5Xshs39RQ2k8XBJwqQurn2FfN86oE8?input=http://arabsex2.com,http://api.ooni.io/api/v1/measurement/temp-id-145413784
PORN,http://arabsex2.com,8452,2017-12-20 11:27:46,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171220T111209Z_AS8452_ZwUgK58Yz6bmYMdrzaBj5Xshs39RQ2k8XBJwqQurn2FfN86oE8?input=http://arabsex2.com,http://api.ooni.io/api/v1/measurement/temp-id-145413784
PORN,http://www.babylon-x.com,8452,2017-12-21 9:33:53,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171221T091307Z_AS8452_hFLTDW0yv7U36GDp7bhSdyfH079K0KNO2WgWmCRK1DFaC24Dqc?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-145902852
PORN,http://www.babylon-x.com,8452,2017-12-21 9:33:53,https://ylx-4.com/fullpage.php?section=General&pub=125652&ga=g,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171221T091307Z_AS8452_hFLTDW0yv7U36GDp7bhSdyfH079K0KNO2WgWmCRK1DFaC24Dqc?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-145902852
