domain,category_code,category_description,explorer_url
hustler.com,PORN,Pornography,https://explorer.ooni.org/measurement/20221005T062006Z_webconnectivity_RU_25513_n1_Yzpor7Mp2so7E2o5?input=http%3A%2F%2Fwww.hustler.com%2F
web.facebook.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20221030T152552Z_webconnectivity_RU_31213_n1_9gcKQ5INpYiU22Iw?input=https%3A%2F%2Fweb.facebook.com%2Frobots.txt
ru.baku.ws,NEWS,News Media,https://explorer.ooni.org/measurement/20220726T010733Z_webconnectivity_RU_42511_n1_SUS61WoF2YMH1Eos?input=https%3A%2F%2Fru.baku.ws%2F
ru.oxu.az,NEWS,News Media,https://explorer.ooni.org/measurement/20220819T200339Z_webconnectivity_RU_42893_n1_Ruiav0totyoaPtXw?input=https%3A%2F%2Fru.oxu.az%2F
secure.avaaz.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220724T130750Z_webconnectivity_RU_21127_n1_o5oZKlyFaDLiWdY7?input=https%3A%2F%2Fsecure.avaaz.org%2F
shtab.navalny.com,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fshtab.navalny.com%2F
sprotyv.info,NEWS,News Media,https://explorer.ooni.org/measurement/20220801T003039Z_webconnectivity_RU_39728_n1_Uc8jksxQuOdo87Vy?input=https%3A%2F%2Fsprotyv.info%2F
stepanov2021.org,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220216T001125Z_webconnectivity_RU_51813_n1_oEgCm2IYHhOnq5tC?input=https%3A%2F%2Fstepanov2021.org%2F
teachers-union.ru,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220412T074119Z_webconnectivity_RU_12688_n1_dMT2bpCDX7yR8wdA?input=https%3A%2F%2Fteachers-union.ru%2F
tutanota.com,COMT,Communication Tools,https://explorer.ooni.org/measurement/20220412T071730Z_webconnectivity_RU_12688_n1_sroouRBkojoM9cp2?input=https%3A%2F%2Ftutanota.com%2F
www.currenttime.tv,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T145833Z_webconnectivity_RU_12688_n1_dQBiMRujTiYZ8K70?input=https%3A%2F%2Fwww.currenttime.tv%2Ftv%2Fschedule%2F92%2F
www.factograph.info,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220730T193240Z_webconnectivity_RU_21127_n1_o0oyAPmZVUlUIkeJ?input=https%3A%2F%2Fwww.factograph.info%2F
www.startmail.com,COMT,Communication Tools,https://explorer.ooni.org/measurement/20220216T011411Z_webconnectivity_RU_51813_n1_ifsZHrSh2fBiosau?input=https%3A%2F%2Fwww.startmail.com%2F
bridges.torproject.org,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220316T211000Z_webconnectivity_RU_51813_n1_muivo2qTA0hC1LA7?input=https%3A%2F%2Fbridges.torproject.org%2F
line.me,COMT,Communication Tools,https://explorer.ooni.org/measurement/20220603T181827Z_webconnectivity_RU_12688_n1_jm0n17VLcgy8jSlD?input=https%3A%2F%2Fline.me%2F
proton.me,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20221210T135455Z_webconnectivity_RU_48642_n1_vakpJC9Ic3dzNQLo?input=https%3A%2F%2Fproton.me%2F
www.lingeriebowl.com,PROV,Provocative Attire,https://explorer.ooni.org/measurement/20220101T162208Z_webconnectivity_RU_20632_n1_5yZoz4M05w840XCZ?input=http%3A%2F%2Fwww.lingeriebowl.com%2F
doxajournal.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fdoxajournal.ru
risk-inform.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T135455Z_webconnectivity_RU_48642_n1_vakpJC9Ic3dzNQLo?input=https%3A%2F%2Frisk-inform.ru%2F
semnasem.org,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T030409Z_webconnectivity_RU_48642_n1_TQUouQdg4M5IEGWJ?input=https%3A%2F%2Fsemnasem.org%2F
skat.media,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T145353Z_webconnectivity_RU_48642_n1_HATuj2LOhPg03tvG?input=https%3A%2F%2Fskat.media%2F
sobesednik.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T145353Z_webconnectivity_RU_48642_n1_HATuj2LOhPg03tvG?input=https%3A%2F%2Fsobesednik.ru%2F
tayga.info,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T145353Z_webconnectivity_RU_48642_n1_HATuj2LOhPg03tvG?input=https%3A%2F%2Ftayga.info%2F
team29.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220412T074119Z_webconnectivity_RU_12688_n1_dMT2bpCDX7yR8wdA?input=https%3A%2F%2Fteam29.org%2F
theins.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Ftheins.ru
tjournal.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Ftjournal.ru
tochka.net,NEWS,News Media,https://explorer.ooni.org/measurement/20220605T015614Z_webconnectivity_RU_48642_n1_xBkXedXx9TmN42Ji?input=https%3A%2F%2Ftochka.net%2F
tvrain.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20220801T003039Z_webconnectivity_RU_39728_n1_Uc8jksxQuOdo87Vy?input=https%3A%2F%2Ftvrain.ru%2F
verstka.media,NEWS,News Media,https://explorer.ooni.org/measurement/20220824T154613Z_webconnectivity_RU_29226_n1_328OotlLZx1qEAaV?input=https%3A%2F%2Fverstka.media%2F
www.seasonvar.ru,MMED,Media sharing,https://explorer.ooni.org/measurement/20220221T083707Z_webconnectivity_RU_12389_n1_NxfwC0I3LOF9s4vP?input=http%3A%2F%2Fwww.seasonvar.ru%2F
vot-tak.tv,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fvot-tak.tv
www.20khvylyn.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220805T012811Z_webconnectivity_RU_39728_n1_Dxphh4P4g0V0uOzR?input=https%3A%2F%2Fwww.20khvylyn.com%2F
www.5.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220806T003920Z_webconnectivity_RU_39728_n1_OXuJcfKZ5plBxk6e?input=https%3A%2F%2Fwww.5.ua%2F
www.9tv.co.il,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.9tv.co.il
www.agents.media,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.agents.media
www.bellingcat.com,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fbellingcat.com
www.colta.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T155456Z_webconnectivity_RU_48642_n1_GiRUi2E3DYgr7fmo?input=https%3A%2F%2Fwww.colta.ru%2F
www.doovi.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T193240Z_webconnectivity_RU_21127_n1_o0oyAPmZVUlUIkeJ?input=https%3A%2F%2Fwww.doovi.com%2Fvideo%2Fposlednie-sobytiya-islyamov-o-krymskotatarskom-batalone-energeticheskoi-blokade%2F9siLUt8iuJE%2F
www.dw.com,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.dw.com
www.euronews.com,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T030409Z_webconnectivity_RU_48642_n1_TQUouQdg4M5IEGWJ?input=https%3A%2F%2Fwww.euronews.com%2F
www.golosameriki.com,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T030409Z_webconnectivity_RU_48642_n1_TQUouQdg4M5IEGWJ?input=https%3A%2F%2Fwww.golosameriki.com%2F
hidemyass.com,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220730T193240Z_webconnectivity_RU_21127_n1_o0oyAPmZVUlUIkeJ?input=https%3A%2F%2Fwww.hidemyass.com%2F
www.mdif.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.mdif.org%2F
www.megaproxy.com,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=https%3A%2F%2Fwww.megaproxy.com%2F
www.radiosvoboda.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220803T003031Z_webconnectivity_RU_39728_n1_FoqxUqnCMtm7HgAY?input=https%3A%2F%2Fwww.radiosvoboda.org%2Fradio%2Fschedule%2F86%2F
www.trendsmap.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220803T234534Z_webconnectivity_RU_212614_n1_6oomoC0cIgdRtPzo?input=https%3A%2F%2Fwww.trendsmap.com%2F
bigcinema-hd.me,FILE,File-sharing,https://explorer.ooni.org/measurement/20220412T080732Z_webconnectivity_RU_12688_n1_1ZNeB4u05ZaR6oQX?input=https%3A%2F%2Fbigcinema-hd.me%2F
mega.sb,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20230101T072151Z_webconnectivity_RU_8359_n1_Zd8x6QoQBkb1SZn9?input=http%3A%2F%2Fmega.sb
instagram.fsaw1-13.fna.fbcdn.net,GRP,Social Networking,https://explorer.ooni.org/measurement/20221210T105743Z_webconnectivity_RU_48642_n1_5x8Ml9otvkccfXXg?input=https%3A%2F%2Finstagram.fsaw1-13.fna.fbcdn.net%2Ffavicon.ico
torrentz.eu,FILE,File-sharing,https://explorer.ooni.org/measurement/20220120T180938Z_webconnectivity_RU_204297_n1_sMyQtgW0240lbtD5?input=https%3A%2F%2Ftorrentz.eu%2F
kinogoo.cc,FILE,File-sharing,https://explorer.ooni.org/measurement/20220216T001125Z_webconnectivity_RU_51813_n1_oEgCm2IYHhOnq5tC?input=https%3A%2F%2Fkinogoo.cc%2F
mobile.twitter.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20221214T070607Z_webconnectivity_RU_8359_n1_7KD6TMkXyP2XyZTa?input=http%3A%2F%2Fmobile.twitter.com
imagefap.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220126T101516Z_webconnectivity_RU_29497_n1_AP1u4q7XoymktlLS?input=http%3A%2F%2Fimagefap.com
www.patreon.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220829T150255Z_webconnectivity_RU_29226_n1_3O1EAG1iPso12TtT?input=https%3A%2F%2Fwww.patreon.com%2F
www.quora.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220829T150255Z_webconnectivity_RU_29226_n1_3O1EAG1iPso12TtT?input=https%3A%2F%2Fwww.quora.com%2F
activatica.org,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T115540Z_webconnectivity_RU_48642_n1_XfeHYjrFvYbtcqEJ?input=https%3A%2F%2Factivatica.org%2F
antivigilancia.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220829T162455Z_webconnectivity_RU_29226_n1_WSMBHYcgwg56pRYG?input=https%3A%2F%2Fantivigilancia.org%2F
belsat.eu,NEWS,News Media,https://explorer.ooni.org/measurement/20220829T162455Z_webconnectivity_RU_29226_n1_WSMBHYcgwg56pRYG?input=https%3A%2F%2Fbelsat.eu%2F
caucasustimes.com,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T115540Z_webconnectivity_RU_48642_n1_XfeHYjrFvYbtcqEJ?input=https%3A%2F%2Fcaucasustimes.com%2F
cherta.media,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fcherta.media%2F
echo.msk.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20220303T231614Z_webconnectivity_RU_8359_n1_y1wFAoeGFroLaeBw?input=http%3A%2F%2Fecho.msk.ru
eurasia.amnesty.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Feurasia.amnesty.org
blacksprut.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20221011T002110Z_webconnectivity_RU_8359_n1_SFKTOXmVodfjaoR9?input=http%3A%2F%2Fblacksprut.com
euroradio.fm,NEWS,News Media,https://explorer.ooni.org/measurement/20220829T175136Z_webconnectivity_RU_29226_n1_sphp3QMObiJ2fLbN?input=https%3A%2F%2Feuroradio.fm%2F
www.proekt.media,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T030409Z_webconnectivity_RU_48642_n1_TQUouQdg4M5IEGWJ?input=https%3A%2F%2Fwww.proekt.media%2F
www.ng.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20220420T220505Z_webconnectivity_RU_31213_n1_AmlPqQXYUbY31G1K?input=http%3A%2F%2Fwww.ng.ru%2F
triviasecurity.net,HACK,Hacking Tools,https://explorer.ooni.org/measurement/20220420T220505Z_webconnectivity_RU_31213_n1_AmlPqQXYUbY31G1K?input=http%3A%2F%2Ftriviasecurity.net%2F
